epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,412.377,1.17181,0.65142,0.96425,0.87915,0.71804,0.7714,0.40288,2.22469,0.95709,0.97454,0.00011332,0.00011332,0.00011332
188,414.596,1.21791,0.64749,0.95705,0.85514,0.76492,0.79171,0.44746,2.03312,0.90396,0.95902,0.000106246,0.000106246,0.000106246
189,416.608,1.20199,0.66074,0.95004,0.85928,0.78083,0.80699,0.46825,1.95461,0.88443,0.95563,9.91726e-05,9.91726e-05,9.91726e-05
190,418.646,1.16575,0.64742,0.97077,0.85128,0.77355,0.79945,0.44994,2.03444,0.90551,0.96595,9.20991e-05,9.20991e-05,9.20991e-05
191,425.197,1.1906,0.68902,0.96913,0.82963,0.7846,0.79521,0.43308,2.09136,0.91462,0.96908,8.50255e-05,8.50255e-05,8.50255e-05
192,427.521,1.12951,0.65346,0.96045,0.81541,0.77716,0.78127,0.42256,2.10558,0.90386,0.96254,7.7952e-05,7.7952e-05,7.7952e-05
193,429.492,1.13544,0.66359,0.9504,0.80441,0.77596,0.77255,0.40877,2.16824,0.92218,0.96926,7.08784e-05,7.08784e-05,7.08784e-05
194,431.655,1.15712,0.64943,0.95442,0.79723,0.77173,0.76636,0.38325,2.26116,0.94942,0.98702,6.38049e-05,6.38049e-05,6.38049e-05
195,433.65,1.12717,0.64094,0.94418,0.80187,0.77003,0.77151,0.38515,2.24623,0.94557,0.99162,5.67313e-05,5.67313e-05,5.67313e-05
196,435.878,1.14022,0.64442,0.95193,0.81125,0.78441,0.78647,0.41434,2.13303,0.91775,0.97721,4.96578e-05,4.96578e-05,4.96578e-05
197,438.08,1.08994,0.63523,0.94214,0.80721,0.78766,0.78866,0.42476,2.08713,0.90291,0.97321,4.25842e-05,4.25842e-05,4.25842e-05
198,440.374,1.09653,0.6482,0.94793,0.83474,0.76171,0.78281,0.42593,2.10056,0.90589,0.9748,3.55107e-05,3.55107e-05,3.55107e-05
199,442.482,1.09349,0.63396,0.94375,0.82852,0.75902,0.7783,0.41778,2.15173,0.91915,0.9802,2.84371e-05,2.84371e-05,2.84371e-05
200,444.585,1.06667,0.622,0.94821,0.82701,0.75869,0.77384,0.41081,2.18955,0.93357,0.98492,2.13636e-05,2.13636e-05,2.13636e-05
