epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,905.833,1.59894,0.97793,1.31527,0.90035,0.77256,0.834,0.4847,1.80777,0.97633,1.20633,0.00106825,0.00106825,0.00106825
53,922.92,1.58028,0.96676,1.31554,0.85542,0.78547,0.79662,0.37673,2.08311,1.1365,1.31452,0.00106118,0.00106118,0.00106118
54,939.783,1.53887,0.98582,1.3453,0.83255,0.79258,0.81658,0.40092,2.0594,1.06796,1.29296,0.0010541,0.0010541,0.0010541
55,956.989,1.46979,0.95403,1.30984,0.85342,0.76981,0.82793,0.49881,1.76366,1.00543,1.21421,0.00104703,0.00104703,0.00104703
56,974.652,1.47188,0.96457,1.33149,0.872,0.78275,0.8367,0.47655,1.81967,0.95027,1.21864,0.00103995,0.00103995,0.00103995
57,991.808,1.43953,0.9225,1.26912,0.89833,0.80402,0.84698,0.47428,1.88317,0.96384,1.22255,0.00103288,0.00103288,0.00103288
58,1009.08,1.46913,0.92667,1.31079,0.86842,0.78679,0.81528,0.46765,1.915,0.99818,1.24555,0.00102581,0.00102581,0.00102581
59,1026.38,1.46215,0.92732,1.29907,0.83747,0.78418,0.82398,0.4414,1.96149,1.01845,1.26441,0.00101873,0.00101873,0.00101873
60,1043.41,1.4545,0.93289,1.29964,0.85741,0.78654,0.81022,0.40509,2.09414,1.09034,1.30374,0.00101166,0.00101166,0.00101166
61,1060.51,1.43416,0.92181,1.2696,0.84747,0.79021,0.81191,0.44049,1.95264,1.00939,1.23929,0.00100459,0.00100459,0.00100459
62,1077.27,1.45782,0.94428,1.31316,0.83743,0.81041,0.83127,0.41784,2.03196,1.01391,1.30022,0.000997513,0.000997513,0.000997513
63,1094.25,1.42038,0.9177,1.26696,0.84809,0.80037,0.82224,0.47378,1.87212,0.99407,1.25133,0.00099044,0.00099044,0.00099044
64,1111.42,1.43446,0.92927,1.26679,0.86333,0.79429,0.82332,0.41819,2.00841,1.01637,1.26908,0.000983366,0.000983366,0.000983366
65,1128.3,1.40245,0.92485,1.25817,0.8705,0.79333,0.83186,0.48757,1.77676,0.95902,1.18404,0.000976293,0.000976293,0.000976293
66,1145.23,1.45125,0.91363,1.2773,0.87712,0.79089,0.83252,0.38533,2.16178,1.02175,1.30744,0.000969219,0.000969219,0.000969219
67,1162.28,1.43352,0.91464,1.28412,0.81376,0.76561,0.77102,0.40872,2.12615,1.03284,1.29919,0.000962146,0.000962146,0.000962146
68,1179.13,1.47165,0.91269,1.26843,0.89269,0.77785,0.84728,0.50288,1.73084,0.93149,1.17839,0.000955072,0.000955072,0.000955072
69,1196.78,1.44015,0.89025,1.2783,0.83534,0.78877,0.80176,0.39593,2.16101,1.01819,1.33586,0.000947999,0.000947999,0.000947999
70,1213.66,1.38963,0.82829,1.21844,0.90477,0.77973,0.84039,0.45832,1.84107,0.947,1.2065,0.000940925,0.000940925,0.000940925
71,1230.54,1.36039,0.85661,1.2412,0.86644,0.80028,0.82906,0.41838,2.06243,0.99137,1.28023,0.000933851,0.000933851,0.000933851
72,1247.24,1.38502,0.82804,1.22996,0.88298,0.8068,0.84382,0.44428,2.06792,0.97464,1.28313,0.000926778,0.000926778,0.000926778
73,1264.03,1.36674,0.86145,1.22793,0.88447,0.79476,0.84012,0.44339,1.88597,0.93267,1.20999,0.000919704,0.000919704,0.000919704
74,1281.13,1.3731,0.84531,1.21949,0.87258,0.81006,0.8437,0.43427,1.86779,0.94872,1.22405,0.000912631,0.000912631,0.000912631
75,1298.05,1.33215,0.82899,1.22765,0.86436,0.77932,0.82216,0.4875,1.75048,0.92485,1.18523,0.000905557,0.000905557,0.000905557
76,1314.92,1.377,0.83254,1.24561,0.8633,0.79851,0.83008,0.40353,2.04871,0.98715,1.27445,0.000898484,0.000898484,0.000898484
77,1331.87,1.37473,0.841,1.24316,0.86786,0.80901,0.83891,0.46517,1.94325,0.95202,1.24412,0.00089141,0.00089141,0.00089141
78,1348.78,1.38726,0.86011,1.25039,0.86813,0.81493,0.85726,0.49317,1.84861,0.98556,1.21082,0.000884337,0.000884337,0.000884337
79,1365.71,1.40915,0.81944,1.20211,0.85501,0.77995,0.81326,0.41058,2.05504,0.98788,1.28196,0.000877263,0.000877263,0.000877263
80,1382.48,1.36262,0.83777,1.2397,0.87677,0.79264,0.84258,0.42668,1.994,0.97744,1.25098,0.00087019,0.00087019,0.00087019
81,1399.45,1.31643,0.80417,1.1884,0.83825,0.81254,0.83095,0.47292,1.83885,0.93515,1.20256,0.000863116,0.000863116,0.000863116
82,1416.3,1.34336,0.80713,1.20464,0.87076,0.81927,0.84676,0.44098,1.90885,0.92959,1.22714,0.000856042,0.000856042,0.000856042
83,1433.39,1.35435,0.82046,1.19835,0.83865,0.83731,0.83807,0.50764,1.77253,0.87856,1.18138,0.000848969,0.000848969,0.000848969
84,1451.08,1.29854,0.80091,1.20521,0.86333,0.80326,0.82626,0.44304,1.90386,0.91979,1.21911,0.000841895,0.000841895,0.000841895
85,1467.79,1.32553,0.80216,1.2018,0.89379,0.80994,0.8526,0.52075,1.68722,0.86316,1.16007,0.000834822,0.000834822,0.000834822
86,1485.48,1.34403,0.81296,1.22898,0.8128,0.81217,0.8116,0.41846,2.13045,0.97591,1.3085,0.000827748,0.000827748,0.000827748
87,1502.42,1.31442,0.78904,1.19239,0.88784,0.81428,0.84674,0.48086,1.75093,0.93878,1.17032,0.000820675,0.000820675,0.000820675
88,1519.73,1.32657,0.81141,1.19378,0.87031,0.80152,0.82411,0.39107,2.13467,1.00297,1.31876,0.000813601,0.000813601,0.000813601
89,1536.62,1.33804,0.78307,1.16724,0.87205,0.83587,0.86638,0.4771,1.82023,0.90268,1.19723,0.000806528,0.000806528,0.000806528
90,1553.5,1.30832,0.76571,1.15628,0.86035,0.82993,0.84815,0.45093,1.95024,0.93971,1.2396,0.000799454,0.000799454,0.000799454
91,1570.67,1.30589,0.78762,1.20991,0.877,0.82052,0.85048,0.48031,1.84175,0.89552,1.19449,0.00079238,0.00079238,0.00079238
92,1587.48,1.28307,0.77555,1.19998,0.86534,0.78493,0.82238,0.44511,1.94214,0.94088,1.21788,0.000785307,0.000785307,0.000785307
93,1604.63,1.29622,0.76048,1.16578,0.86865,0.80266,0.83875,0.42069,1.98191,0.93311,1.25119,0.000778233,0.000778233,0.000778233
94,1621.44,1.31365,0.7736,1.18523,0.85195,0.8268,0.84423,0.46213,1.74406,0.89723,1.17184,0.00077116,0.00077116,0.00077116
95,1638.07,1.27905,0.75252,1.17499,0.847,0.83461,0.83667,0.41135,2.16856,0.97184,1.3105,0.000764086,0.000764086,0.000764086
96,1655.07,1.27212,0.74996,1.18794,0.84406,0.84476,0.85715,0.45972,2.02466,0.91243,1.27072,0.000757013,0.000757013,0.000757013
97,1672.12,1.2766,0.76789,1.16463,0.88351,0.80825,0.8445,0.484,1.78676,0.89344,1.16875,0.000749939,0.000749939,0.000749939
98,1688.96,1.28728,0.7619,1.18733,0.86245,0.82207,0.83822,0.43119,2.09619,0.9379,1.28927,0.000742866,0.000742866,0.000742866
99,1705.67,1.25497,0.73549,1.1659,0.88693,0.82277,0.86476,0.49162,1.78229,0.86894,1.18018,0.000735792,0.000735792,0.000735792
100,1722.45,1.2996,0.76068,1.18322,0.84748,0.84061,0.85429,0.45265,1.94308,0.87824,1.22322,0.000728719,0.000728719,0.000728719
101,1739.31,1.29555,0.76478,1.21373,0.85144,0.84531,0.86134,0.4525,1.94615,0.9011,1.22575,0.000721645,0.000721645,0.000721645
102,1756.26,1.28781,0.7444,1.18004,0.88177,0.82213,0.86488,0.4799,1.78832,0.8718,1.17303,0.000714571,0.000714571,0.000714571
103,1773.21,1.27528,0.75012,1.17984,0.87781,0.82565,0.85374,0.46035,1.94382,0.88236,1.23179,0.000707498,0.000707498,0.000707498
104,1789.84,1.31908,0.74354,1.16266,0.85793,0.84203,0.86671,0.48175,1.82866,0.84628,1.19353,0.000700424,0.000700424,0.000700424
105,1806.93,1.31471,0.75893,1.15587,0.86085,0.83357,0.85584,0.46498,1.8463,0.8752,1.19203,0.000693351,0.000693351,0.000693351
106,1823.85,1.27223,0.75625,1.14139,0.87549,0.83958,0.87042,0.51759,1.701,0.83772,1.15925,0.000686277,0.000686277,0.000686277
107,1840.92,1.26117,0.7351,1.15722,0.90335,0.80491,0.85962,0.47915,1.84091,0.85042,1.20624,0.000679204,0.000679204,0.000679204
108,1858.04,1.24702,0.72866,1.14588,0.83709,0.8541,0.85143,0.43355,1.94891,0.87576,1.2312,0.00067213,0.00067213,0.00067213
109,1874.79,1.22139,0.70846,1.12715,0.8658,0.84092,0.84871,0.48999,1.87477,0.88122,1.19123,0.000665057,0.000665057,0.000665057
110,1891.77,1.24996,0.74443,1.16198,0.86279,0.85169,0.8595,0.50503,1.71303,0.8308,1.15517,0.000657983,0.000657983,0.000657983
111,1908.75,1.22201,0.69923,1.14857,0.88988,0.83275,0.86063,0.45942,1.94542,0.86725,1.22906,0.000650909,0.000650909,0.000650909
112,1925.65,1.23492,0.72386,1.14195,0.86917,0.86835,0.86822,0.47208,1.8215,0.85187,1.18244,0.000643836,0.000643836,0.000643836
113,1942.61,1.23193,0.71032,1.12516,0.8885,0.85146,0.86999,0.52007,1.68247,0.81083,1.1443,0.000636762,0.000636762,0.000636762
114,1959.35,1.19985,0.69222,1.11549,0.87499,0.8363,0.85721,0.47274,1.92045,0.87433,1.20746,0.000629689,0.000629689,0.000629689
115,1976.42,1.2182,0.72968,1.14462,0.91202,0.80553,0.87164,0.51098,1.72054,0.84459,1.16822,0.000622615,0.000622615,0.000622615
116,1993.42,1.21277,0.70836,1.13239,0.89857,0.81449,0.85994,0.42373,2.03608,0.91524,1.26728,0.000615542,0.000615542,0.000615542
117,2010.4,1.25665,0.72245,1.1777,0.85905,0.84452,0.85636,0.50232,1.80641,0.86523,1.18587,0.000608468,0.000608468,0.000608468
118,2027.49,1.24743,0.72875,1.17891,0.84683,0.81955,0.83625,0.47338,1.87348,0.87328,1.21127,0.000601395,0.000601395,0.000601395
119,2044.61,1.23068,0.70975,1.14697,0.88168,0.83404,0.8548,0.51014,1.78514,0.83268,1.17231,0.000594321,0.000594321,0.000594321
120,2061.65,1.22686,0.72323,1.15842,0.86463,0.83744,0.84419,0.48411,1.95237,0.8554,1.20808,0.000587248,0.000587248,0.000587248
121,2078.73,1.16592,0.67847,1.13194,0.89097,0.84245,0.87623,0.49798,1.73554,0.82959,1.15919,0.000580174,0.000580174,0.000580174
122,2095.58,1.18371,0.69707,1.14443,0.84745,0.8448,0.85312,0.48498,1.85524,0.86274,1.20447,0.0005731,0.0005731,0.0005731
123,2112.56,1.1849,0.69358,1.11823,0.85517,0.84672,0.87038,0.53397,1.69153,0.82271,1.13281,0.000566027,0.000566027,0.000566027
124,2129.98,1.18927,0.6891,1.11879,0.85349,0.84234,0.8608,0.47501,1.81632,0.85246,1.16859,0.000558953,0.000558953,0.000558953
125,2147,1.187,0.67921,1.1275,0.87862,0.83178,0.86794,0.50577,1.74423,0.82672,1.17706,0.00055188,0.00055188,0.00055188
126,2163.78,1.16152,0.67062,1.12644,0.87764,0.8197,0.8515,0.47625,1.88631,0.86688,1.2191,0.000544806,0.000544806,0.000544806
127,2180.68,1.21145,0.70066,1.13408,0.88886,0.84325,0.86976,0.52315,1.68723,0.82379,1.13761,0.000537733,0.000537733,0.000537733
128,2197.67,1.22003,0.70844,1.15055,0.86274,0.84358,0.85224,0.48083,1.89314,0.88025,1.18809,0.000530659,0.000530659,0.000530659
129,2214.6,1.19132,0.68147,1.11605,0.87922,0.84317,0.86482,0.5185,1.72673,0.82555,1.14655,0.000523586,0.000523586,0.000523586
130,2231.34,1.15275,0.66705,1.11375,0.8622,0.84948,0.85809,0.50988,1.77583,0.8415,1.15999,0.000516512,0.000516512,0.000516512
131,2248.46,1.15897,0.68532,1.10396,0.88472,0.82305,0.85423,0.50259,1.78221,0.84594,1.17484,0.000509438,0.000509438,0.000509438
132,2265.54,1.17653,0.6814,1.12903,0.86721,0.84505,0.85724,0.46859,1.8498,0.86394,1.19087,0.000502365,0.000502365,0.000502365
133,2282.66,1.17221,0.67518,1.11512,0.86839,0.85041,0.86802,0.47017,1.76856,0.8482,1.1544,0.000495291,0.000495291,0.000495291
134,2299.48,1.17364,0.66514,1.13971,0.86139,0.84635,0.86086,0.4467,1.93978,0.90006,1.20431,0.000488218,0.000488218,0.000488218
135,2316.53,1.13528,0.65977,1.09506,0.85124,0.82822,0.83824,0.45962,1.88693,0.86589,1.20106,0.000481144,0.000481144,0.000481144
136,2333.46,1.16982,0.69123,1.11571,0.91933,0.7952,0.85238,0.496,1.71767,0.80656,1.15636,0.000474071,0.000474071,0.000474071
137,2350.38,1.1658,0.66873,1.12705,0.89621,0.80091,0.84631,0.48075,1.87678,0.86264,1.20301,0.000466997,0.000466997,0.000466997
138,2367.4,1.13844,0.66143,1.08304,0.85794,0.85602,0.86426,0.50466,1.78859,0.83799,1.17841,0.000459924,0.000459924,0.000459924
139,2384.36,1.16632,0.67925,1.09989,0.85826,0.8565,0.86202,0.48501,1.78477,0.83862,1.16171,0.00045285,0.00045285,0.00045285
140,2401.11,1.17499,0.66463,1.0901,0.89044,0.83347,0.86406,0.48986,1.79433,0.84009,1.17746,0.000445777,0.000445777,0.000445777
141,2418.07,1.15766,0.66456,1.13279,0.8856,0.82198,0.85677,0.47683,1.86913,0.86129,1.20513,0.000438703,0.000438703,0.000438703
142,2435.29,1.12335,0.65364,1.09534,0.89388,0.81664,0.84763,0.48028,1.83169,0.85871,1.18971,0.000431629,0.000431629,0.000431629
143,2452.38,1.15438,0.65964,1.11723,0.87286,0.84974,0.86247,0.48958,1.74254,0.82487,1.15087,0.000424556,0.000424556,0.000424556
144,2469.35,1.15642,0.64957,1.09538,0.8893,0.85275,0.86411,0.47927,1.84317,0.84842,1.18412,0.000417482,0.000417482,0.000417482
145,2486.31,1.12865,0.67102,1.10104,0.89431,0.82869,0.86578,0.48801,1.79403,0.85741,1.16108,0.000410409,0.000410409,0.000410409
146,2503.17,1.11864,0.66347,1.09732,0.90555,0.82605,0.87232,0.49072,1.74186,0.81234,1.16047,0.000403335,0.000403335,0.000403335
147,2520.36,1.18424,0.66706,1.11837,0.86328,0.8327,0.83941,0.48021,1.88821,0.8565,1.2068,0.000396262,0.000396262,0.000396262
148,2537.54,1.14174,0.6525,1.10366,0.84899,0.86527,0.86445,0.5214,1.70497,0.82114,1.15539,0.000389188,0.000389188,0.000389188
149,2554.52,1.10406,0.65132,1.0945,0.8854,0.84279,0.86061,0.45846,1.89091,0.8494,1.21209,0.000382115,0.000382115,0.000382115
150,2571.36,1.12048,0.65992,1.09464,0.88157,0.82874,0.86048,0.48342,1.79864,0.8247,1.18163,0.000375041,0.000375041,0.000375041
151,2588.15,1.12326,0.66083,1.08941,0.87256,0.83802,0.86483,0.51743,1.70685,0.81928,1.16523,0.000367967,0.000367967,0.000367967
152,2605.21,1.09553,0.63678,1.09043,0.83972,0.83467,0.82896,0.44735,2.04534,0.9179,1.25153,0.000360894,0.000360894,0.000360894
153,2622.26,1.13773,0.64868,1.10352,0.85803,0.8698,0.87193,0.55675,1.58356,0.77528,1.11122,0.00035382,0.00035382,0.00035382
154,2639.8,1.13598,0.65386,1.07857,0.82897,0.86437,0.85552,0.50624,1.79065,0.84096,1.16832,0.000346747,0.000346747,0.000346747
155,2656.87,1.13027,0.63967,1.0931,0.86028,0.85461,0.86481,0.49023,1.84396,0.83045,1.18489,0.000339673,0.000339673,0.000339673
156,2673.57,1.09424,0.63233,1.09721,0.87906,0.83769,0.86817,0.50438,1.75537,0.81256,1.16144,0.0003326,0.0003326,0.0003326
157,2690.74,1.10916,0.6359,1.08901,0.90114,0.82635,0.86732,0.49965,1.77082,0.82283,1.15363,0.000325526,0.000325526,0.000325526
158,2707.55,1.09222,0.65197,1.08562,0.89908,0.8271,0.86575,0.49662,1.80134,0.84013,1.16743,0.000318453,0.000318453,0.000318453
159,2724.47,1.14876,0.67223,1.10907,0.88569,0.83417,0.86395,0.46974,1.86456,0.83471,1.18653,0.000311379,0.000311379,0.000311379
160,2741.45,1.1026,0.65835,1.08652,0.88916,0.83284,0.86551,0.513,1.72862,0.81259,1.14673,0.000304306,0.000304306,0.000304306
161,2758.24,1.13363,0.63125,1.08419,0.84023,0.83653,0.844,0.49566,1.8367,0.85258,1.19106,0.000297232,0.000297232,0.000297232
162,2775.21,1.07315,0.63552,1.08717,0.87165,0.83661,0.85813,0.51985,1.75969,0.83007,1.17301,0.000290158,0.000290158,0.000290158
163,2792.46,1.13873,0.64447,1.08288,0.90638,0.79552,0.84944,0.47577,1.87275,0.85259,1.18563,0.000283085,0.000283085,0.000283085
164,2809.66,1.14072,0.65669,1.08716,0.89202,0.81537,0.86205,0.4646,1.87879,0.85815,1.18734,0.000276011,0.000276011,0.000276011
165,2826.74,1.11428,0.63001,1.08705,0.86466,0.84754,0.8692,0.49771,1.74582,0.82575,1.16125,0.000268938,0.000268938,0.000268938
166,2843.54,1.12064,0.6779,1.11906,0.85648,0.83238,0.85351,0.47751,1.82343,0.84303,1.18817,0.000261864,0.000261864,0.000261864
167,2860.78,1.10018,0.62674,1.07095,0.88634,0.82457,0.85656,0.49164,1.74546,0.83283,1.15509,0.000254791,0.000254791,0.000254791
168,2877.58,1.0811,0.62412,1.06465,0.8981,0.82039,0.8607,0.48994,1.75542,0.82203,1.15431,0.000247717,0.000247717,0.000247717
169,2894.46,1.10259,0.65534,1.10384,0.90627,0.81204,0.86348,0.49801,1.7573,0.80589,1.15822,0.000240644,0.000240644,0.000240644
170,2911.1,1.06539,0.62322,1.06542,0.89959,0.81437,0.86798,0.51581,1.71533,0.79892,1.1531,0.00023357,0.00023357,0.00023357
171,2928.01,1.09706,0.61811,1.06229,0.85644,0.8554,0.86144,0.49288,1.75738,0.82458,1.16183,0.000226497,0.000226497,0.000226497
172,2945.29,1.0563,0.6384,1.07974,0.83745,0.87756,0.86682,0.50238,1.70099,0.80852,1.15569,0.000219423,0.000219423,0.000219423
173,2962.1,1.05481,0.62397,1.06606,0.86821,0.8314,0.85635,0.49648,1.75601,0.82181,1.15987,0.000212349,0.000212349,0.000212349
174,2979.23,1.06102,0.6045,1.06524,0.84764,0.85873,0.86545,0.50507,1.7016,0.81196,1.13807,0.000205276,0.000205276,0.000205276
175,2996.12,1.06827,0.61258,1.06165,0.93006,0.7909,0.86024,0.4765,1.80031,0.83463,1.16346,0.000198202,0.000198202,0.000198202
176,3013.19,1.11362,0.63627,1.08123,0.83938,0.84385,0.85413,0.495,1.79814,0.82507,1.16038,0.000191129,0.000191129,0.000191129
177,3030.36,1.05584,0.62871,1.07633,0.86593,0.84872,0.85851,0.49475,1.77279,0.80557,1.15915,0.000184055,0.000184055,0.000184055
178,3047.19,1.07934,0.61273,1.08592,0.87523,0.84636,0.86111,0.50201,1.71587,0.79612,1.1459,0.000176982,0.000176982,0.000176982
179,3063.82,1.05932,0.62524,1.07085,0.84696,0.84355,0.85293,0.48001,1.82612,0.85044,1.17263,0.000169908,0.000169908,0.000169908
180,3080.59,1.03964,0.61268,1.06159,0.8658,0.84865,0.86609,0.50449,1.73505,0.83101,1.15236,0.000162835,0.000162835,0.000162835
181,3097.61,1.05681,0.61174,1.04975,0.85542,0.85702,0.86318,0.51061,1.70395,0.79044,1.1456,0.000155761,0.000155761,0.000155761
182,3114.44,1.05163,0.61989,1.05821,0.8642,0.8472,0.85343,0.48034,1.82622,0.81496,1.17244,0.000148687,0.000148687,0.000148687
183,3131.35,1.073,0.61919,1.06102,0.87852,0.8394,0.86782,0.50165,1.7407,0.80192,1.15126,0.000141614,0.000141614,0.000141614
184,3148.26,1.04107,0.59705,1.06791,0.8852,0.8379,0.86643,0.49689,1.75019,0.80576,1.15746,0.00013454,0.00013454,0.00013454
185,3165.2,1.0329,0.58506,1.04915,0.86389,0.84793,0.86393,0.49665,1.76121,0.80858,1.16333,0.000127467,0.000127467,0.000127467
