epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,388.898,0.90634,0.51315,0.82722,0.88512,0.82145,0.84979,0.56569,1.56594,0.76736,0.86259,0.000184055,0.000184055,0.000184055
178,391.214,0.87595,0.50005,0.82147,0.8994,0.81927,0.85559,0.56168,1.57921,0.76942,0.86197,0.000176982,0.000176982,0.000176982
179,393.406,0.88711,0.50811,0.82818,0.89092,0.82572,0.85927,0.57141,1.55659,0.76504,0.85631,0.000169908,0.000169908,0.000169908
180,395.75,0.86505,0.49259,0.81994,0.89141,0.82545,0.85725,0.57433,1.54624,0.76013,0.85534,0.000162835,0.000162835,0.000162835
181,398.025,0.91505,0.52014,0.81873,0.89233,0.82545,0.85682,0.57876,1.53848,0.76593,0.85492,0.000155761,0.000155761,0.000155761
182,400.07,0.84582,0.50014,0.82351,0.89815,0.81862,0.85643,0.57819,1.54368,0.76094,0.8564,0.000148687,0.000148687,0.000148687
183,402.033,0.89667,0.50448,0.81851,0.89528,0.828,0.86163,0.57642,1.55293,0.76377,0.85743,0.000141614,0.000141614,0.000141614
184,404.122,0.89622,0.51069,0.82188,0.89219,0.82259,0.86016,0.57967,1.53776,0.7669,0.85745,0.00013454,0.00013454,0.00013454
185,406.159,0.86908,0.49088,0.82318,0.87801,0.83443,0.86267,0.58332,1.53002,0.76231,0.85319,0.000127467,0.000127467,0.000127467
186,408.498,0.8698,0.48847,0.82902,0.91195,0.81278,0.86677,0.58204,1.52736,0.76786,0.84957,0.000120393,0.000120393,0.000120393
187,410.653,0.83938,0.48904,0.8191,0.91443,0.80977,0.86507,0.5809,1.53408,0.77137,0.84989,0.00011332,0.00011332,0.00011332
188,412.686,0.87582,0.49846,0.8187,0.90385,0.81322,0.8655,0.5849,1.51788,0.76975,0.84919,0.000106246,0.000106246,0.000106246
189,414.768,0.87476,0.49952,0.81636,0.895,0.81615,0.8642,0.58498,1.51491,0.76897,0.84912,9.91726e-05,9.91726e-05,9.91726e-05
190,416.885,0.84631,0.48408,0.82535,0.8935,0.82126,0.86856,0.57949,1.53525,0.76763,0.84742,9.20991e-05,9.20991e-05,9.20991e-05
191,423.886,0.84571,0.50005,0.81314,0.889,0.82257,0.86823,0.57878,1.52882,0.75894,0.84639,8.50255e-05,8.50255e-05,8.50255e-05
192,425.945,0.81557,0.48588,0.82042,0.90491,0.81534,0.86856,0.57709,1.53195,0.74842,0.84694,7.7952e-05,7.7952e-05,7.7952e-05
193,427.961,0.83454,0.49058,0.82032,0.91608,0.81381,0.87073,0.57342,1.54711,0.74935,0.84942,7.08784e-05,7.08784e-05,7.08784e-05
194,430.078,0.84444,0.48239,0.81748,0.91409,0.81703,0.86785,0.56871,1.56292,0.76022,0.85292,6.38049e-05,6.38049e-05,6.38049e-05
195,432.247,0.84874,0.48552,0.81862,0.90948,0.81779,0.86707,0.57012,1.55654,0.76113,0.85432,5.67313e-05,5.67313e-05,5.67313e-05
196,434.316,0.8327,0.4808,0.82111,0.90877,0.81994,0.86479,0.57666,1.53576,0.76234,0.85472,4.96578e-05,4.96578e-05,4.96578e-05
197,436.491,0.81768,0.47892,0.82039,0.90841,0.82153,0.86322,0.57758,1.53157,0.7574,0.85444,4.25842e-05,4.25842e-05,4.25842e-05
198,438.67,0.81932,0.48993,0.82014,0.90319,0.823,0.86576,0.57713,1.52956,0.75755,0.85332,3.55107e-05,3.55107e-05,3.55107e-05
199,440.735,0.81598,0.47106,0.81457,0.89914,0.82261,0.86458,0.57492,1.54129,0.76096,0.85432,2.84371e-05,2.84371e-05,2.84371e-05
200,442.902,0.80285,0.4711,0.8129,0.89664,0.82339,0.86449,0.57404,1.54913,0.76341,0.85536,2.13636e-05,2.13636e-05,2.13636e-05
